FiscalYear,State,Pollutant,AssessmentUnitId
2008,MN,MERCURY,MN09020305-517
2008,MN,MERCURY,MN34-0192-00
2008,MN,MERCURY,MN09020305-519
2008,MN,MERCURY,MN02-0084-00
2008,MN,MERCURY,MN07020005-501
2008,MN,MERCURY,MN07020005-502
2008,MN,MERCURY,MN07040008-545
2008,MN,MERCURY,MN73-0106-00
2008,MN,MERCURY,MN07030004-505
2008,MN,MERCURY,MN07030004-506
2008,MN,MERCURY,MN07030004-503
2008,MN,MERCURY,MN26-0095-00
2008,MN,MERCURY,MN07030004-524
2008,MN,MERCURY,MN73-0196-00
2008,MN,MERCURY,MN09020305-501
2008,MN,MERCURY,MN07020007-559
2008,MN,MERCURY,MN07020001-511
2008,MN,MERCURY,MN07020012-524
2008,MN,MERCURY,MN86-0114-00
2008,MN,MERCURY,MN70-0091-00
2008,MN,MERCURY,MN07020001-516
2008,MN,MERCURY,MN07040003-537
2008,MN,MERCURY,MN07040003-539
2008,MN,MERCURY,MN06-0002-00
2008,MN,MERCURY,MN64-0058-00
2008,MN,MERCURY,MN07040003-538
2008,MN,MERCURY,MN82-0052-00
2008,MN,MERCURY,MN73-0200-01
2008,MN,MERCURY,MN73-0200-02
2008,MN,MERCURY,MN07020007-560
2008,MN,MERCURY,MN71-0082-00
2009,MN,"PHOSPHORUS, TOTAL",MN32-0057-05
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-527
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-529
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-505
2009,MN,"PHOSPHORUS, TOTAL",MN32-0057-07
2009,MN,FECAL COLIFORM,MN07100001-533
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-533
2009,MN,FECAL COLIFORM,MN07100001-535
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-535
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-507
2009,MN,FECAL COLIFORM,MN07100001-507
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-509
2009,MN,FECAL COLIFORM,MN07100001-509
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-506
2009,MN,FECAL COLIFORM,MN07100001-506
2009,MN,FECAL COLIFORM,MN07100001-501
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-501
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-541
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-524
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-545
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100002-501
2009,MN,FECAL COLIFORM,MN07100002-501
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-546
2009,MN,FECAL COLIFORM,MN07100001-546
2009,MN,FECAL COLIFORM,MN07100001-513
2009,MN,FECAL COLIFORM,MN07100001-504
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07100001-503
2009,MN,FECAL COLIFORM,MN07100001-503
2009,MN,"PHOSPHORUS, TOTAL",MN10-0084-00
2009,MN,FECAL COLIFORM,MN07100001-519
2009,MN,FECAL COLIFORM,MN07100001-517
2009,MN,FECAL COLIFORM,MN07100001-508
2009,MN,FECAL COLIFORM,MN07100001-502
2009,MN,FECAL COLIFORM,MN07020012-553
2009,MN,FECAL COLIFORM,MN07020012-521
2009,MN,FECAL COLIFORM,MN07020012-589
2009,MN,FECAL COLIFORM,MN07020012-598
2009,MN,FECAL COLIFORM,MN07020012-588
2009,MN,FECAL COLIFORM,MN07020012-578
2009,MN,FECAL COLIFORM,MN07020012-535
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010203-579
2012,MN,ESCHERICHIA COLI (E. COLI),MN07010203-579
2012,MN,"PHOSPHORUS, TOTAL",MN30-0009-00
2012,MN,"PHOSPHORUS, TOTAL",MN02-0034-00
2012,MN,"PHOSPHORUS, TOTAL",MN73-0196-00
2012,MN,"PHOSPHORUS, TOTAL",MN05-0007-00
2012,MN,"PHOSPHORUS, TOTAL",MN71-0141-00
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020012-718
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020012-717
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020012-523
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020012-514
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020012-516
2012,MN,"PHOSPHORUS, TOTAL",MN82-0015-02
2012,MN,"PHOSPHORUS, TOTAL",MN82-0064-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0065-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0059-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0068-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0025-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0026-02
2012,MN,"PHOSPHORUS, TOTAL",MN82-0019-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0034-00
2012,MN,"PHOSPHORUS, TOTAL",MN82-0052-02
2012,MN,"PHOSPHORUS, TOTAL",MN82-0001-00
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-539
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-538
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-526
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-525
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-536
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-507
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-639
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-553
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-552
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-540
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-601
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-501
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-556
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-522
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-554
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-581
2012,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-592
2012,MN,ESCHERICHIA COLI (E. COLI),MN07010202-537
2012,MN,"PHOSPHORUS, TOTAL",MN73-0037-00
2012,MN,"PHOSPHORUS, TOTAL",MN41-0089-00
2012,MN,"PHOSPHORUS, TOTAL",MN62-0002-00
2012,MN,"PHOSPHORUS, TOTAL",MN86-0188-00
2012,MN,"PHOSPHORUS, TOTAL",MN86-0190-00
2009,MN,"PHOSPHORUS, TOTAL",MN27-0034-00
2009,MN,"PHOSPHORUS, TOTAL",MN19-0023-00
2009,MN,"PHOSPHORUS, TOTAL",MN19-0022-00
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010206-596
2009,MN,BIOCHEMICAL OXYGEN DEMAND (BOD),MN07010206-596
2009,MN,FECAL COLIFORM,MN07030004-573
2009,MN,SEDIMENT,MN07030004-573
2009,MN,SEDIMENT,MN07030004-513
2009,MN,FECAL COLIFORM,MN07030004-513
2009,MN,FECAL COLIFORM,MN07030004-512
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170203-522
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170203-522
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-504
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-504
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-509
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-525
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-525
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-523
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-523
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-545
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-508
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-508
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-506
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-506
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-522
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-522
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-521
2018,MN,"PHOSPHORUS, TOTAL",MN53-0028-00
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-520
2018,MN,"PHOSPHORUS, TOTAL",MN53-0007-00
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-508
2018,MN,"PHOSPHORUS, TOTAL",MN32-0069-00
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170203-502
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170203-505
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170203-512
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170203-512
2018,MN,"PHOSPHORUS, TOTAL",MN32-0084-00
2018,MN,"PHOSPHORUS, TOTAL",MN53-0045-00
2018,MN,"PHOSPHORUS, TOTAL",MN53-0024-01
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-515
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-514
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-514
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-513
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-513
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-512
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-512
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-519
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-518
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-517
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-517
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-551
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-514
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-515
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10230003-515
2018,MN,ESCHERICHIA COLI (E. COLI),MN10170204-511
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10170204-511
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-516
2018,MN,"PHOSPHORUS, TOTAL",MN32-0020-00
2018,MN,"PHOSPHORUS, TOTAL",MN32-0022-00
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN10230003-511
2018,MN,ESCHERICHIA COLI (E. COLI),MN10230003-511
2009,MN,TOTAL SUSPENDED SOLIDS (TSS),MN09020108-501
2015,MN,"PHOSPHORUS, TOTAL",MN43-0073-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0015-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0182-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0031-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0038-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0263-00
2015,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010204-668
2015,MN,"PHOSPHORUS, TOTAL",MN47-0082-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0041-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0114-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010204-542
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010204-585
2015,MN,"PHOSPHORUS, TOTAL",MN86-0250-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010204-667
2015,MN,"PHOSPHORUS, TOTAL",MN86-0120-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0106-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0127-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0090-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0264-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0177-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0293-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0032-00
2015,MN,"PHOSPHORUS, TOTAL",MN27-0199-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0183-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0107-00
2015,MN,"PHOSPHORUS, TOTAL",MN34-0154-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0184-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0001-00
2015,MN,"PHOSPHORUS, TOTAL",MN47-0088-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0221-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0112-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0217-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0273-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0051-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0199-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0122-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0086-00
2015,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010204-515
2015,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010204-514
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010204-514
2015,MN,"PHOSPHORUS, TOTAL",MN86-0023-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-542
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-639
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-528
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-552
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-584
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-529
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-528
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-506
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-516
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-537
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-525
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-724
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-523
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-635
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-538
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-557
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010206-526
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-543
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-554
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010201-564
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-561
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010203-572
2015,MN,"PHOSPHORUS, TOTAL",MN02-0075-01
2015,MN,"PHOSPHORUS, TOTAL",MN62-0069-00
2015,MN,"PHOSPHORUS, TOTAL",MN62-0067-00
2015,MN,"PHOSPHORUS, TOTAL",MN62-0075-01
2015,MN,"PHOSPHORUS, TOTAL",MN62-0071-00
2015,MN,"PHOSPHORUS, TOTAL",MN62-0075-02
2015,MN,"PHOSPHORUS, TOTAL",MN62-0058-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0183-00
2015,MN,"PHOSPHORUS, TOTAL",MN71-0157-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0140-00
2015,MN,CARBONACEOUS BOD,MN07010203-535
2015,MN,OXYGEN DEMAND,MN07010203-535
2015,MN,NITROGENOUS BOD,MN07010203-535
2015,MN,"PHOSPHORUS, TOTAL",MN71-0013-02
2015,MN,OXYGEN DEMAND,MN07010203-512
2015,MN,CARBONACEOUS BOD,MN07010203-512
2015,MN,NITROGENOUS BOD,MN07010203-512
2015,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07010203-512
2015,MN,"PHOSPHORUS, TOTAL",MN86-0229-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0230-00
2015,MN,CARBONACEOUS BOD,MN07010203-511
2015,MN,NITROGENOUS BOD,MN07010203-511
2015,MN,OXYGEN DEMAND,MN07010203-511
2015,MN,"PHOSPHORUS, TOTAL",MN71-0145-00
2015,MN,"PHOSPHORUS, TOTAL",MN71-0013-01
2015,MN,"PHOSPHORUS, TOTAL",MN86-0168-00
2015,MN,"PHOSPHORUS, TOTAL",MN71-0146-00
2015,MN,"PHOSPHORUS, TOTAL",MN71-0147-00
2015,MN,"PHOSPHORUS, TOTAL",MN86-0223-00
2015,MN,"PHOSPHORUS, TOTAL",MN19-0050-00
2015,MN,"PHOSPHORUS, TOTAL",MN19-0048-00
2015,MN,"PHOSPHORUS, TOTAL",MN19-0081-00
2015,MN,"PHOSPHORUS, TOTAL",MN18-0408-00
2015,MN,"PHOSPHORUS, TOTAL",MN29-0086-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-518
2015,MN,"PHOSPHORUS, TOTAL",MN29-0250-00
2015,MN,"PHOSPHORUS, TOTAL",MN07010106-527
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-604
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-702
2015,MN,"PHOSPHORUS, TOTAL",MN80-0030-00
2015,MN,TEMPERATURE,MN07010106-558
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-524
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-700
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-544
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-577
2015,MN,"PHOSPHORUS, TOTAL",MN80-0034-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-698
2015,MN,"PHOSPHORUS, TOTAL",MN29-0072-00
2015,MN,ESCHERICHIA COLI (E. COLI),MN07010106-684
2015,MN,"PHOSPHORUS, TOTAL",MN18-0404-00
2015,MN,TEMPERATURE,MN07010106-681
2020,MN,TOTAL SUSPENDED SOLIDS (TSS),MN09030009-501
2020,MN,TOTAL SUSPENDED SOLIDS (TSS),MN09030009-523
2020,MN,TOTAL SUSPENDED SOLIDS (TSS),MN09030009-515
2015,MN,"PHOSPHORUS, TOTAL",MN07020002-556
2015,MN,ESCHERICHIA COLI (E. COLI),MN07020002-556
2015,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020002-556
2015,MN,"PHOSPHORUS, TOTAL",MN07020002-563
2015,MN,ESCHERICHIA COLI (E. COLI),MN07040001-530
2015,MN,ESCHERICHIA COLI (E. COLI),MN07040001-534
2015,MN,ESCHERICHIA COLI (E. COLI),MN07040001-526
2015,MN,ESCHERICHIA COLI (E. COLI),MN07040001-518
2015,MN,ESCHERICHIA COLI (E. COLI),MN07040001-708
2018,MN,"PHOSPHORUS, TOTAL",MN74-0001-00
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-570
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-570
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-568
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-538
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-989
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-989
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-978
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-769
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-769
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-515
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-571
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-992
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-596
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-595
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-565
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-576
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-971
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-971
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-542
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-993
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-575
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-567
2018,MN,ESCHERICHIA COLI (E. COLI),MN07040004-973
2018,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07040004-555
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-617
2017,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020004-528
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-528
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-615
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-648
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-526
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-525
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-689
2017,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020004-568
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-568
2017,MN,"PHOSPHORUS, TOTAL",MN34-0245-00
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-589
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-534
2017,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020004-587
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-587
2017,MN,"PHOSPHORUS, TOTAL",MN34-0283-00
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-586
2017,MN,TOTAL SUSPENDED SOLIDS (TSS),MN07020004-530
2017,MN,ESCHERICHIA COLI (E. COLI),MN07020004-530
2017,MN,"PHOSPHORUS, TOTAL",MN34-0266-00
2017,MN,"PHOSPHORUS, TOTAL",MN34-0186-00
2006,MO,AMMONIA,MO_2835
2006,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_2835
2006,MO,METALS (OTHER THAN MERCURY),MO_2916
2019,MO,ESCHERICHIA COLI (E. COLI),MO_619.00
2019,MO,ESCHERICHIA COLI (E. COLI),MO_623.00
2011,MO,CAUSE UNKNOWN,MO-3374
2011,MO,ATRAZINE,MO_7009
2011,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_1175
2011,MO,DISSOLVED OXYGEN,MO_1175
2011,MO,NFR (NON FILTERABLE RESIDUES),MO_1175
2011,MO,SEDIMENT,MO_2120
2011,MO,INORGANIC SEDIMENT,MO_2120
2011,MO,CAUSE UNKNOWN,MO_0442
2011,MO,NUTRIENTS,MO-3245U-01
2011,MO,AMMONIA,MO-1746
2011,MO,DISSOLVED OXYGEN,MO_1746
2011,MO,NFR (NON FILTERABLE RESIDUES),MO_1746
2011,MO,ORGANIC SEDIMENT,MO_1746
2011,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_1746
2011,MO,INORGANIC SEDIMENT,MO_2128
2011,MO,SEDIMENT,MO_2128
2011,MO,DISSOLVED OXYGEN,MO_7314
2011,MO,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,MO_7314
2011,MO,BACTERIA,MO-0640
2011,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_1870
2011,MO,NFR (NON FILTERABLE RESIDUES),MO_1870
2011,MO,CAUSE UNKNOWN,MO_0652
2011,MO,CAUSE UNKNOWN,MO_1444
2011,MO,CAUSE UNKNOWN,MO_589
2011,MO,CAUSE UNKNOWN,MO_0557
2011,MO,DISSOLVED OXYGEN,MO-1308
2011,MO,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,MO_1308
2011,MO,DISSOLVED OXYGEN,MO_1308
2011,MO,CAUSE UNKNOWN,MO_0857
2011,MO,CAUSE UNKNOWN,MO-0115U-01
2016,MO,ESCHERICHIA COLI (E. COLI),MO_1703
2016,MO,ESCHERICHIA COLI (E. COLI),MO_1708
2016,MO,ESCHERICHIA COLI (E. COLI),MO_1706
2016,MO,ESCHERICHIA COLI (E. COLI),MO_2186
2020,MO,"PHOSPHORUS, TOTAL",MO_1746.00
2020,MO,"NITROGEN, TOTAL",MO_1746.00
2020,MO,AMMONIA-NITROGEN,MO_1746.00
2020,MO,SEDIMENT,MO_1746.00
2020,MO,DISSOLVED OXYGEN,MO_1746.00
2008,MO,FECAL COLIFORM,MO_3230
2010,MO,ZINC,MO-2168
2010,MO,LEAD,MO_2168
2010,MO,SEDIMENT,MO_2168
2010,MO,LEAD IN SEDIMENT,MO-2170
2010,MO,INORGANIC SEDIMENT,MO-2170
2010,MO,LEAD,MO_2170
2010,MO,LEAD,MO-2074
2010,MO,SEDIMENT,MO_2080
2010,MO,LEAD,MO_2080
2010,MO,ZINC,MO_2080
2010,MO,SEDIMENT,MO_0212
2010,MO,INORGANIC SEDIMENT,MO-0212
2010,MO,DISSOLVED OXYGEN,MO_3118
2010,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_3118
2019,MO,ESCHERICHIA COLI (E. COLI),MO_111.00
2004,MO,FECAL COLIFORM,MO_3230
2006,MO,SEDIMENT,MO_0674
2004,MO,SULFATE,MO_1319
2018,MO,ESCHERICHIA COLI (E. COLI),MO_1712.00
2018,MO,ESCHERICHIA COLI (E. COLI),MO_1713.00
2004,MO,NUTRIENTS,MO_3250
2004,MO,NUTRIENTS,MO_3273
2004,MO,NUTRIENTS,MO_3262
2004,MO,NUTRIENTS,MO_3263
2004,MO,NUTRIENTS,MO_3260
2004,MO,NUTRIENTS,MO_3269
2004,MO,NUTRIENTS,MO_3259
2004,MO,NUTRIENTS,MO_3249
2004,MO,NUTRIENTS,MO_3256
2004,MO,NUTRIENTS,MO_3246
2004,MO,NUTRIENTS,MO_3268
2008,MO,SEDIMENT,MO_0875
2008,MO,SEDIMENT,MO_0159
2018,MO,ESCHERICHIA COLI (E. COLI),MO_1180.00
2018,MO,ESCHERICHIA COLI (E. COLI),MO_1170.00
2020,MO,AMMONIA-NITROGEN,MO_115U-01
2020,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_115U-01
2020,MO,"PHOSPHORUS, TOTAL",MO_115U-01
2020,MO,"NITROGEN, TOTAL",MO_115U-01
2020,MO,DISSOLVED OXYGEN,MO_115U-01
2020,MO,TOTAL SUSPENDED SOLIDS (TSS),MO_115U-01
2009,MO,SEDIMENT,MO_3105
2003,MO,PH,MO_0686
2007,MO,ZINC,MO_3217
2005,MO,PH,MO_1225
2007,MO,ZINC,MO_3216
2007,MO,ZINC,MO_3203
2004,MO,SEDIMENT,MO_1014
2004,MO,HABITAT LOSS,MO_1016
2001,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_912
2004,MO,FECAL COLIFORM,MO_2681
2004,MO,SULFATE,MO_0742
2004,MO,PH,MO_0742
2004,MO,SULFATE,MO_0737
2004,MO,SULFATE,MO_1288
2004,MO,SULFATE,MO_1292
2004,MO,PH,MO_1288
2004,MO,SULFATE,MO_1284
2004,MO,ALGAE,MO_7236
2004,MO,PH,MO_1211
2007,MO,SEDIMENT,MO_0327
2007,MO,SEDIMENT,MO_0921
2002,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_1505
2002,MO,AMMONIA,MO_0859
2002,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_0859
2002,MO,BIOCHEMICAL OXYGEN DEMAND (BOD),MO_0855
2007,MO,SEDIMENT,MO_3134
2007,MO,SEDIMENT,MO_0073
2007,MO,SEDIMENT,MO_0050
2007,MO,SEDIMENT,MO_3188
2007,MO,SEDIMENT,MO_0865
